,filename,text,duration
5765,080008,امّا کسی که به سراغ تو می‌آید و کوشش می‌کند،,5.068
5766,080009,و از خدا ترسان است،,2.194
5767,080010,تو از او غافل می‌شوی!,2.194
5769,080012,و هر کس بخواهد از آن پند می‌گیرد!,3.971
5770,080013,در الواح پرارزشی ثبت است،,3.135
5771,080014,الواحی والاقدر و پاکیزه،,3.187
5772,080015,به دست سفیرانی است‌,2.09
5773,080016,والا مقام و فرمانبردار و نیکوکار!,4.336
5774,080017,مرگ بر این انسان، چقدر کافر و ناسپاس است!,5.068
5775,080018,(خداوند) او را از چه چیز آفریده است؟!,3.605
5777,080020,سپس راه را برای او آسان کرد،,3.866
5778,080021,بعد او را میراند و در قبر پنهان نمود،,4.911
5779,080022,سپس هرگاه بخواهد او را زنده می‌کند!,4.545
5782,080025,ما آب فراوان از آسمان فرو ریختیم،,4.545
5783,080026,سپس زمین را از هم شکافتیم،,3.448
5784,080027,و در آن دانه‌های فراوانی رویاندیم،,4.023
5785,080028,و انگور و سبزی بسیار،,2.873
5786,080029,و زیتون و نخل فراوان،,2.769
5787,080030,و باغهای پردرخت،,2.403
5788,080031,و میوه و چراگاه،,2.299
5791,080034,در آن روز که انسان از برادر خود می‌گریزد،,4.232
5792,080035,و از مادر و پدرش،,2.09
5793,080036,و زن و فرزندانش؛,2.299
5795,080038,چهره‌هائی در آن روز گشاده و نورانی است،,4.284
5796,080039,خندان و مسرور است؛,2.09
5797,080040,و صورتهایی در آن روز غبارآلود است،,3.814
5798,080041,و دود تاریکی آنها را پوشانده است،,4.023
5799,080042,آنان همان کافران فاجرند!,3.605
5801,081002,و در آن هنگام که ستارگان بی‌فروغ شوند،,5.12
5802,081003,و در آن هنگام که کوه‌ها به حرکت درآیند،,5.224
5804,081005,و در آن هنگام که وحوش جمع شوند،,4.284
5805,081006,و در آن هنگام که دریاها برافروخته شوند،,5.068
5806,081007,و در آن هنگام که هر کس با همسان خود قرین گردد،,5.851
5808,081009,به کدامین گناه کشته شدند؟!,3.135
5809,081010,و در آن هنگام که نامه‌های اعمال گشوده شود،,4.441
5810,081011,و در آن هنگام که پرده از روی آسمان برگرفته شود،,5.747
5811,081012,و در آن هنگام که دوزخ شعله‌ور گردد،,4.545
5812,081013,و در آن هنگام که بهشت نزدیک شود،,3.866
5814,081015,سوگند به ستارگانی که بازمی‌گردند،,3.814
5815,081016,حرکت می‌کنند و از دیده‌ها پنهان می‌شوند،,4.702
5816,081017,و قسم به شب، هنگامی که پشت کند و به آخر رسد،,5.59
5817,081018,و به صبح، هنگامی که تنفّس کند،,4.18
5820,081021,در آسمانها مورد اطاعت (فرشتگان) و امین است!,5.59
5821,081022,و مصاحب شما [= پیامبر] دیوانه نیست!,4.963
5822,081023,او (جبرئیل) را در اُفق روشن دیده است!,4.441
5824,081025,این (قرآن) گفته شیطان رجیم نیست!,4.336
5825,081026,پس به کجا می‌روید؟!,2.142
5826,081027,این قرآن چیزی جز تذکّری برای جهانیان نیست،,5.068
5827,081028,برای کسی از شما که بخواهد راه مستقیم در پیش گیرد!,5.381
5830,082002,و آن زمان که ستارگان پراکنده شوند و فرو ریزند،,5.538
5831,082003,و آن زمان که دریاها به هم پیوسته شود،,4.598
5836,082008,و در هر صورتی که خواست تو را ترکیب نمود.,4.127
5838,082010,و بی‌شک نگاهبانانی بر شما گمارده شده...,4.598
5839,082011,والا مقام و نویسنده (اعمال نیک و بد شما)،,5.016
5840,082012,که می‌دانند شما چه می‌کنید!,3.239
5841,082013,به یقین نیکان در نعمتی فراوانند.,3.918
5842,082014,و بدکاران در دوزخند،,2.873
5843,082015,روز جزا وارد آن می‌شوند و می‌سوزند،,4.232
5844,082016,و آنان هرگز از آن غایب و دور نیستند!,4.336
5845,082017,تو چه می‌دانی روز جزا چیست؟!,3.239
5846,082018,باز چه می‌دانی روز جزا چیست؟!,3.971
5851,083004,آیا آنها گمان نمی‌کنند که برانگیخته می‌شوند،,4.911
5852,083005,در روزی بزرگ؛,2.09
5855,083008,تو چه می‌دانی «سجّین» چیست؟,2.664
5856,083009,نامه‌ای است رقم زده شده و سرنوشتی است حتمی!,4.754
5857,083010,وای در آن روز بر تکذیب‌کنندگان!,4.127
5858,083011,همانها که روز جزا را انکار می‌کنند.,4.075
5859,083012,تنها کسی آن را انکار می‌کند که متجاوز و گنهکار است!,5.642
5863,083016,سپس آنها به یقین وارد دوزخ می‌شوند!,5.277
5866,083019,و تو چه می‌دانی «علیّین» چیست!,3.03
5867,083020,نامه‌ای است رقم‌خورده و سرنوشتی است قطعی،,4.441
5868,083021,که مقربان شاهد آنند!,3.187
5869,083022,مسلّماً نیکان در انواع نعمت‌اند:,4.284
5874,083027,این شراب (طهور) آمیخته با «تسنیم» است،,3.971
5875,083028,همان چشمه‌ای که مقرّبان از آن می‌نوشند.,3.918
5876,083029,بدکاران (در دنیا) پیوسته به مؤمنان می‌خندیدند،,5.329
5881,083034,ولی امروز مؤمنان به کفار می‌خندند،,4.18
5886,084003,و در آن هنگام که زمین گسترده شود،,3.657
5887,084004,و آنچه در درون دارد بیرون افکنده و خالی شود،,5.068
5890,084007,پس کسی که نامه اعمالش به دست راستش داده شود،,5.224
5891,084008,بزودی حساب آسانی برای او می‌شود،,4.336
5892,084009,و خوشحال به اهل و خانواده‌اش بازمی‌گردد.,4.807
5894,084011,بزودی فریاد می‌زند وای بر من که هلاک شدم!,5.642
5895,084012,و در شعله‌های سوزان آتش می‌سوزد.,4.284
5897,084014,او گمان می‌کرد هرگز بازگشت نمی‌کند!,4.493
5898,084015,آری، پروردگارش نسبت به او بینا بود (و اعمالش را برای حساب ثبت کرد)!,5.12
5899,084016,سوگند به شفق،,2.299
5900,084017,و سوگند به شب و آنچه را جمع‌آوری می‌کند،,4.493
5901,084018,و سوگند به ماه آنگاه که بَدر کامل می‌شود،,5.538
5903,084020,پس چرا آنان ایمان نمی‌آورند؟!,3.866
5904,084021,و هنگامی که قرآن بر آنها خوانده می‌شود سجده نمی‌کنند؟!,5.433
5905,084022,بلکه کافران پیوسته آیات الهی را انکار می‌کنند!,5.486
5907,084024,پس آنها را به عذابی دردناک بشارت ده!,5.277
5910,085002,و سوگند به آن روز موعود،,3.03
5911,085003,و سوگند به «شاهد» و «مشهود»! [«شاهد»: پیامبر و گواهان اعمال، و «مشهود» : اعمال امّت است‌],3.605
5912,085004,مرگ بر شکنجه‌گران صاحب گودال (آتش)،,4.754
5913,085005,آتشی عظیم و شعله‌ور!,2.56
5914,085006,هنگامی که در کنار آن نشسته بودند،,3.135
5921,085013,اوست که آفرینش را آغاز می‌کند و بازمی‌گرداند،,5.904
5922,085014,و او آمرزنده و دوستدار (مؤمنان) است،,4.911
5923,085015,صاحب عرش و دارای مجد و عظمت است،,4.598
5924,085016,و آنچه را می‌خواهد انجام می‌دهد!,3.762
5925,085017,آیا داستان لشکرها به تو رسیده است،,4.232
5926,085018,لشکریان فرعون و ثمود؟!,2.769
5927,085019,ولی کافران پیوسته در تکذیب حقند،,4.389
5928,085020,و خداوند به همه آنها احاطه دارد!,4.127
5930,085022,که در لوح محفوظ جای دارد!,4.023
5932,086002,و تو نمی‌دانی کوبنده شب چیست!,3.605
5933,086003,همان ستاره درخشان و شکافنده تاریکیهاست!,5.642
5935,086005,انسان باید بنگرد که از چه چیز آفریده شده است!,5.016
5936,086006,از یک آب جهنده آفریده شده است،,3.448
5937,086007,آبی که از میان پشت و سینه‌ها خارج می‌شود!,5.068
5939,086009,در آن روز که اسرار نهان (انسان) آشکار میشود،,5.172
5940,086010,و برای او هیچ نیرو و یاوری نیست!,4.441
5941,086011,سوگند به آسمان پرباران،,3.396
5942,086012,و سوگند به زمین پرشکاف (که گیاهان از آن سر برمی‌آورند)،,3.814
5943,086013,که این (قرآن) سخنی است که حقّ را از باطل جدا می‌کند،,5.224
5944,086014,و هرگز شوخی نیست!,2.456
5945,086015,آنها پیوسته حیله می‌کنند،,3.396
5946,086016,و من هم در برابر آنها چاره می‌کنم!,3.762
5949,087002,همان خداوندی که آفرید و منظم کرد،,4.493
5950,087003,و همان که اندازه‌گیری کرد و هدایت نمود،,4.18
5951,087004,و آن کس را که چراگاه را به وجود آورد،,4.127
5952,087005,سپس آن را خشک و تیره قرار داد!,3.866
5955,087008,و ما تو را برای انجام هر کار خیر آماده می‌کنیم!,5.695
5956,087009,پس تذکّر ده اگر تذکّر مفید باشد!,4.963
5957,087010,و بزودی کسی که از خدا می‌ترسد متذکّر می‌شود.,5.486
5958,087011,امّا بدبخت‌ترین افراد از آن دوری می‌گزیند،,5.851
5959,087012,همان کسی که در آتش بزرگ وارد می‌شود،,4.075
5960,087013,سپس در آن آتش نه می‌میرد و نه زنده می‌شود!,5.538
5961,087014,به یقین کسی که پاکی جست (و خود را تزکیه کرد)، رستگار شد.,5.12
5963,087016,ولی شما زندگی دنیا را مقدم می‌دارید،,4.963
5964,087017,در حالی که آخرت بهتر و پایدارتر است!,4.336
5965,087018,این دستورها در کتب آسمانی پیشین (نیز) آمده است،,5.486
5966,087019,در کتب ابراهیم و موسی.,3.239
5968,088002,چهره‌هایی در آن روز خاشع و ذلّت‌بارند،,4.389
5969,088003,آنها که پیوسته عمل کرده و خسته شده‌اند (و نتیجه‌ای عایدشان نشده است)،,4.336
5970,088004,و در آتش سوزان وارد می‌گردند؛,3.709
5971,088005,از چشمه‌ای بسیار داغ به آنان می‌نوشانند؛,4.65
5974,088008,چهره‌هایی در آن روز شاداب و باطراوتند،,4.911
5975,088009,و از سعی و تلاش خود خشنودند،,3.239
5976,088010,در بهشتی عالی جای دارند،,3.082
5977,088011,که در آن هیچ سخن لغو و بیهوده‌ای نمی‌شنوند!,4.859
5978,088012,در آن چشمه‌ای جاری است،,2.717
5979,088013,در آن تختهای زیبای بلندی است،,3.866
5980,088014,و قدحهایی (که در کنار این چشمه) نهاده،,2.769
5981,088015,و بالشها و پشتیهای صف‌داده شده،,3.762
5982,088016,و فرشهای فاخر گسترده!,3.291
5983,088017,آیا آنان به شتر نمی‌نگرند که چگونه آفریده شده است؟!,5.695
5984,088018,و به آسمان نگاه نمی‌کنند که چگونه برافراشته شده؟!,5.433
5985,088019,و به کوه‌ها که چگونه در جای خود نصب گردیده!,4.859
5986,088020,و به زمین که چگونه گسترده و هموار گشته است؟!,5.068
5987,088021,پس تذکّر ده که تو فقط تذکّر دهنده‌ای!,4.911
5988,088022,تو سلطه‌گر بر آنان نیستی که (بر ایمان) مجبورشان کنی،,5.904
5989,088023,مگر کسی که پشت کند و کافر شود،,3.605
5991,088025,به یقین بازگشت (همه) آنان به سوی ماست،,5.172
5992,088026,و مسلّماً حسابشان (نیز) با ماست!,4.336
5994,089002,و به شبهای دهگانه،,2.456
5995,089003,و به زوج و فرد،,2.194
5998,089006,آیا ندیدی پروردگارت با قوم «عاد» چه کرد؟!,5.12
5999,089007,و با آن شهر «اِرَم» باعظمت،,3.239
6000,089008,همان شهری که مانندش در شهرها آفریده نشده بود!,5.224
6002,089010,و فرعونی که قدرتمند و شکنجه‌گر بود،,3.971
6003,089011,همان اقوامی که در شهرها طغیان کردند،,3.918
6004,089012,و فساد فراوان در آنها به بار آوردند؛,4.493
6006,089014,به یقین پروردگار تو در کمینگاه (ستمگران) است!,5.904
6009,089017,چنان نیست که شما می‌پندارید؛ شما یتیمان را گرامی نمی‌دارید،,5.486
6010,089018,و یکدیگر را بر اطعام مستمندان تشویق نمی‌کنید،,5.224
6012,089020,و مال و ثروت را بسیار دوست دارید (و بخاطر آن گناهان زیادی مرتکب می‌شوید)!,4.493
6018,089026,و هیچ کس همچون او کسی را به بند نمی‌کشد!,5.016
6019,089027,تو ای روح آرام‌یافته!,3.03
6021,089029,پس در سلک بندگانم درآی،,3.866
6022,089030,و در بهشتم وارد شو!,3.291
6024,090002,شهری که تو در آن ساکنی،,2.56
6027,090005,آیا او گمان می‌کند که هیچ کس نمی‌تواند بر او دست یابد؟!,5.59
6029,090007,آیا (انسان) گمان می‌کند هیچ کس او را ندیده (که عمل خیری انجام نداده) است؟!,5.12
6030,090008,آیا برای او دو چشم قرار ندادیم،,4.127
6031,090009,و یک زبان و دو لب؟!,2.456
6032,090010,و او را به راه خیر و شرّ هدایت کردیم!,3.657
6033,090011,ولی او از آن گردنه مهمّ نگذشت!,3.971
6034,090012,و تو نمی‌دانی آن گردنه چیست!,3.082
6035,090013,آزادکردن برده‌ای،,2.247
6036,090014,یا غذا دادن در روز گرسنگی...,3.5
6037,090015,یتیمی از خویشاوندان،,2.508
6038,090016,یا مستمندی خاک‌نشین را،,2.978
6044,091002,و به ماه هنگامی که بعد از آن درآید،,4.336
6045,091003,و به روز هنگامی که صفحه زمین را روشن سازد،,5.381
6046,091004,و به شب آن هنگام که زمین را بپوشاند،,4.754
6047,091005,و قسم به آسمان و کسی که آسمان را بنا کرده،,5.59
6048,091006,و به زمین و کسی که آن را گسترانیده،,5.068
6050,091008,سپس فجور و تقوا (شرّ و خیرش) را به او الهام کرده است،,5.068
6051,091009,که هر کس نفس خود را پاک و تزکیه کرده، رستگار شده؛,5.747
6054,091012,آنگاه که شقی‌ترین آنها بپاخاست،,3.762
6057,091015,و او هرگز از فرجام این کار [= مجازات ستمگران‌] بیم ندارد!,5.956
6059,092002,و قسم به روز هنگامی که تجلّی کند،,4.441
6060,092003,و قسم به آن کس که جنس مذکّر و مؤنّث را آفرید،,5.695
6061,092004,که سعی و تلاش شما مختلف است:,3.291
6063,092006,و جزای نیک (الهی) را تصدیق کند،,3.553
6064,092007,ما او را در مسیر آسانی قرار می‌دهیم!,3.918
6065,092008,امّا کسی که بخل ورزد و (از این راه) بی‌نیازی طلبد،,5.695
6066,092009,و پاداش نیک (الهی) را انکار کند،,3.5
6067,092010,بزودی او را در مسیر دشواری قرار می‌دهیم؛,4.807
6069,092012,به یقین هدایت کردن بر ماست،,3.814
6070,092013,و آخرت و دنیا از آن ماست،,3.239
6071,092014,و من شما را از آتشی که زبانه می‌کشد بیم می‌دهم،,5.851
6072,092015,کسی جز بدبخت‌ترین مردم وارد آن نمی‌شود؛,5.277
6078,092021,و بزودی راضی و خشنود می‌شود!,4.389
6080,093002,و سوگند به شب در آن هنگام که آرام گیرد،,5.172
6082,093004,و مسلّماً آخرت برای تو از دنیا بهتر است!,5.747
6084,093006,آیا او تو را یتیم نیافت و پناه داد؟!,4.232
6085,093007,و تو را گمشده یافت و هدایت کرد،,3.553
6086,093008,و تو را فقیر یافت و بی‌نیاز نمود،,3.814
6087,093009,حال که چنین است یتیم را تحقیر مکن،,4.232
6088,093010,و سؤال‌کننده را از خود مران،,3.239
6089,093011,و نعمتهای پروردگارت را بازگو کن!,4.859
6091,094002,و بار سنگین تو را از تو برنداشتیم؟!,3.762
6092,094003,همان باری که سخت بر پشت تو سنگینی می‌کرد!,4.754
6093,094004,و آوازه تو را بلند ساختیم!,3.187
6094,094005,به یقین با (هر) سختی آسانی است!,4.232
6095,094006,(آری) مسلّماً با (هر) سختی آسانی است،,5.016
6097,094008,و به سوی پروردگارت توجّه کن!,4.023
6099,095002,و سوگند به «طور سینین»،,3.082
6100,095003,و قسم به این شهر امن [= مکّه‌]،,3.553
6101,095004,که ما انسان را در بهترین صورت و نظام آفریدیم،,5.172
6102,095005,سپس او را به پایین‌ترین مرحله بازگرداندیم،,4.911
6105,095008,آیا خداوند بهترین حکم‌کنندگان نیست؟!,4.807
6107,096002,همان کس که انسان را از خون بسته‌ای خلق کرد!,5.224
6108,096003,بخوان که پروردگارت (از همه) بزرگوارتر است،,5.747
6109,096004,همان کسی که بوسیله قلم تعلیم نمود،,4.598
6110,096005,و به انسان آنچه را نمی‌دانست یاد داد!,4.65
6112,096007,از اینکه خود را بی‌نیاز ببیند!,3.187
6113,096008,و به یقین بازگشت (همه) به سوی پروردگار تو است!,5.851
6114,096009,به من خبر ده آیا کسی که نهی می‌کند،,4.493
6116,096011,به من خبر ده اگر این بنده به راه هدایت باشد،,5.433
6121,096016,همان ناصیه دروغگوی خطاکار را!,3.762
6122,096017,سپس هر که را می‌خواهد صدا بزند (تا یاریش کند)!,5.851
6123,096018,ما هم بزودی مأموران دوزخ را صدا می‌زنیم (تا او را به دوزخ افکنند)!,4.598
6126,097002,و تو چه می‌دانی شب قدر چیست؟!,3.344
6127,097003,شب قدر بهتر از هزار ماه است!,4.075
6132,098003,و در آن نوشته‌های صحیح و پرارزشی باشد! (ولی هنگامی که آمد ایمان نیاوردند، مانند اهل کتاب).,4.963
6139,099002,و زمین بارهای سنگینش را خارج سازد!,5.172
6140,099003,و انسان می‌گوید: «زمین را چه می‌شود (که این گونه می‌لرزد)؟!»,4.545
6141,099004,در آن روز زمین تمام خبرهایش را بازگو می‌کند؛,5.59
6142,099005,چرا که پروردگارت به او وحی کرده است!,4.493
6147,100002,و سوگند به افروزندگان جرقه آتش (در برخورد سمهایشان با سنگهای بیابان)،,4.754
6148,100003,و سوگند به هجوم آوران سپیده دم‌,4.65
6149,100004,که گرد و غبار به هر سو پراکندند،,3.553
6150,100005,و (ناگهان) در میان دشمن ظاهر شدند،,4.336
6152,100007,و او خود (نیز) بر این معنی گواه است!,3.657
6153,100008,و او علاقه شدید به مال دارد!,4.493
6155,100010,و آنچه در درون سینه‌هاست آشکار می‌گردد،,4.441
6158,101002,و چه حادثه کوبنده‌ای!,2.926
6160,101004,روزی که مردم مانند پروانه‌های پراکنده خواهند بود،,5.695
6161,101005,و کوه‌ها مانند پشم رنگین حلاّجی‌شده می‌گردد!,5.695
6163,101007,در یک زندگی خشنودکننده خواهد بود!,3.762
6164,101008,و امّا کسی که ترازوهایش سبک است،,3.553
6165,101009,پناهگاهش «هاویه» [= دوزخ‌] است!,3.553
6166,101010,و تو چه می‌دانی «هاویه» چیست؟!,3.082
6167,101011,آتشی است سوزان!,2.351
6170,102003,چنین نیست که می‌پندارید، (آری) بزودی خواهید دانست!,4.127
6171,102004,باز چنان نیست که شما می‌پندارید؛ بزودی خواهید دانست!,5.172
6173,102006,قطعاً شما جهنّم را خواهید دید!,4.232
6174,102007,سپس (با ورود در آن) آن را به عین الیقین خواهید دید.,4.754
6177,103002,که انسانها همه در زیانند؛,3.291
6181,104003,او گمان می‌کند که اموالش او را جاودانه می‌سازد!,4.911
6183,104005,و تو چه می‌دانی «حُطمه» چیست؟!,3.553
6184,104006,آتش برافروخته الهی است،,3.239
6185,104007,آتشی که از دلها سرمی‌زند!,3.239
6186,104008,این آتش بر آنها فروبسته شده،,3.5
6187,104009,در ستونهای کشیده و طولانی!,3.5
6189,105002,آیا نقشه آنها را در ضلالت و تباهی قرار نداد؟!,5.695
6190,105003,و بر سر آنها پرندگانی را گروه گروه فرستاد،,5.642
6191,105004,که با سنگهای کوچکی آنان را هدف قرارمی‌دادند؛,5.329
6192,105005,سرانجام آنها را همچون کاه خورده‌شده (و متلاشی) قرار داد!,5.851
6198,107002,او همان کسی است که یتیم را با خشونت می‌راند،,4.859
6199,107003,و (دیگران را) به اطعام مسکین تشویق نمی‌کند!,4.807
6200,107004,پس وای بر نمازگزارانی که...,3.5
6201,107005,در نماز خود سهل‌انگاری می‌کنند،,3.605
6202,107006,همان کسانی که ریا می‌کنند،,2.821
6205,108002,پس برای پروردگارت نماز بخوان و قربانی کن!,5.172
6208,109002,آنچه را شما می‌پرستید من نمی‌پرستم!,4.127
6209,109003,و نه شما آنچه را من می‌پرستم می‌پرستید،,4.702
6210,109004,و نه من هرگز آنچه را شما پرستش کرده‌اید می‌پرستم،,5.642
6211,109005,و نه شما آنچه را که من می‌پرستم پرستش می‌کنید؛,5.695
6214,110002,و ببینی مردم گروه گروه وارد دین خدا می‌شوند،,5.904
6218,111003,و بزودی وارد آتشی شعله‌ور و پرلهیب می‌شود؛,5.538
6219,111004,و (نیز) همسرش، در حالی که هیزم‌کش (دوزخ) است،,4.859
6220,111005,و در گردنش طنابی است از لیف خرما!,4.336
6222,112002,خداوندی است که همه نیازمندان قصد او می‌کنند؛,4.963
6223,112003,(هرگز) نزاد، و زاده نشد،,3.866
6224,112004,و برای او هیچگاه شبیه و مانندی نبوده است!,5.381
6226,113002,از شرّ تمام آنچه آفریده است؛,3.709
6228,113004,و از شرّ آنها که با افسون در گره‌ها می‌دمند (و هر تصمیمی را سست می‌کنند)؛,5.642
6229,113005,و از شرّ هر حسودی هنگامی که حسد می‌ورزد!,5.12
6231,114002,به مالک و حاکم مردم،,3.135
6232,114003,به (خدا و) معبود مردم،,2.299
6233,114004,از شرّ وسوسه‌گر پنهانکار،,3.5
6234,114005,که در درون سینه انسانها وسوسه می‌کند،,4.284
6235,114006,خواه از جنّ باشد یا از انسان!,4.754
